191,0,[基金行情走势图],养狗纹身厨师奥利给淮南河南白象,06-19 09:59
153,0,六月十八日子好，股基休市都没搞。心想事成是愿望，投,随心不越矩,06-18 15:44
525,2,[基金行情走势图],高贵的鱼仔酱,06-18 15:31
988,1,基金投资中的本手、妙手、俗手,笑看风云uu,06-18 10:20
256,1,看今天这个架势，明天a股肯定是要大跌的，a股上涨和白,北渡i,06-17 21:14
1020,11,亲们，什么情况，为什么这只基14年15年18年21年的成绩,基民fVm2uv,06-17 21:13
717,1,最烦这种能跌不能涨的基金,股友751Lq16179,06-17 16:50
248,0,现在趋势向上，你还给我赔钱？你这赶不上我自己炒股，,基民189850d21o,06-17 15:33
195,0,今天又是科技股走强的一天，太猛了！,我是你的猫泻,06-17 15:14
228,1,坚持定投恒生科技013403今年的主逻辑不变,云茗茶庄捶,06-17 15:01
306,1,方向定了，趋势就不会有大的变动,我是愤愤谙,06-17 14:56
222,2,丧坤真是跌起来象一样，涨起来也象一样。,要有一颗大心脏,06-17 13:30
132,0,垃圾,基民vWoAab,06-17 11:57
167,0,城发环境9.2元 一季报0.35元 6倍市盈4年滞涨 小盘全流,最新好股票1,06-17 10:53
7080,16,市场上涨太快，我们该怎么办？,胡瑞微讲堂,06-17 09:11
183,0,将近2年都是亏的，你还想在张突子那里赚钱，这个和蓝,基民3519302P6x,06-17 07:07
311,1,你和谢致宇真是卧龙凤雏，排名第一第二不过是倒着数的,基民nRyF8J,06-16 21:25
114,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$怎么没买,股友jkMTK5,06-16 21:06
103,0,确实龊逼,基民A1Cjx9,06-16 20:20
115,0,偷吃,基民32720cO810,06-16 19:54
285,1,恒生科技是21年全球股市垫底的存在，跌无可跌了，该出,我是愤愤卮,06-16 14:51
267,2,大的回踩必然加仓！近三个月情况看反弹的并不少啊！,追逐牛市牛牛牛,06-16 14:24
3424,8,5178点+7年=3284点 基金最高赚了347%，更有很多翻倍基,涨基财富,06-16 14:03
265,1,港股底部好久了，外资投资的话确实会带来一波行情，逢,霸王别姬袄,06-16 13:55
1793,6,接下来该怎么办？,搬砖小浪哥,06-16 13:52
205,0,现在主投的是指数基金，主动基金都卖了而且了解的不多,王狄一淘,06-16 12:47
,,,,
,,,,
220,1,新手上路，请多多关照,人生漫漫及时行乐,06-16 12:03
1439,0,市场反弹，要不要买基金？,巴蜀养基场,06-16 10:54
376,0,基金经理和基民的利益更一致了,胡瑞微讲堂,06-16 10:22
125,0,坤坤是看空A股吗？不敢加仓,有魄力之,06-16 10:21
165,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][,基民HsXMop,06-15 22:01
382,2,还是喜欢张坤的基金,基民uudTBM,06-15 21:39
1138,2,由定投不赚钱引发的“寝室夜话”,巴蜀养基场,06-15 19:04
3359,8,医疗、白酒、畜牧可以加仓吗？给所有散户一个提醒,滨哥哥啊,06-15 17:21
209,1,昨晚中概逆势，无特殊情况，恒生科技指数013403大概率,绿色羽毛捞,06-15 15:07
178,0,最近恒生科技依旧强势,梅园农夫腔,06-15 14:22
118,0,踏空资金助力大盘突破3350,有魄力之,06-15 14:01
288,1,今天早上开盘，看了眼恒生科技指数开涨1.26%,藏于心韵,06-15 13:57
355,1,跑到QDII分组里边了，换了个马甲也没见你遮住了丑，没,基民czrklT,06-15 07:50
347,2,张坤，你醒醒吧,基民6UGeJQ,06-14 20:28
430,1,从3月中旬开始，恒生科技指数已从底部反弹超27%,吴育权酶,06-14 15:44
187,0,最近可能很多人想布局港股，当前估值还是比较低的,五指乾坤大,06-14 15:37
292,1,聪明投资者最近都在加紧布局港股资产,李白的灵魂纳,06-14 15:12
116,0,跌得多，涨得少，都跟不上大盘了，什么时候加本？,股友I9z9OA,06-14 15:06
328,0,稳增长和促销费全都是空口号，这两个大板块是涨不起来,北渡i,06-14 12:21
479,0,今天想必大家已经猜到了，没错，白酒仍然是下跌，让我,北渡i,06-14 12:09
130,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$咳！不知,中原一木6787,06-14 09:35
117,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$咳！不知,中原一木6787,06-14 09:35
294,1,张坤总，跟随你的铁粉损失惨重。,基民RV,06-14 08:22
132,0,美股昨晚暴跌，a股今日也会暴跌，新能源利好不断，必,北渡i,06-14 08:04
152,0,这基前半年是颠倒乾坤，差不多一路哀嚎,我就是个上当者,06-14 06:57
169,0,太次了,基民ulVc8d,06-14 06:14
109,0,这只基我是6月9日撤退的！,用千千静听听千千阙歌,06-13 22:21
125,0,坤总真狠呢，辛辛苦苦涨了几天，一天跌没了[滴汗],基民aNMqVP,06-13 22:15
112,0,玩呢？,基民5q6677138k,06-13 21:50
137,0,迷途不知返！,一路快跑的小基,06-13 21:28
135,0,好家伙。张坤这是买了翔了吗？,要有一颗大心脏,06-13 21:26
114,0,怎么会跌这么多,基民9nMJeP,06-13 21:24
125,0,你特么真行。怎么些基金你跌的第一。不怕丢人吗，全绿,基民125i15M278,06-13 20:30
130,0,我去，真不知道变通啊，改名好像也没啥用,基民A1Cjx9,06-13 20:22
126,0,牛逼啊,盆满善贾地孙尚香,06-13 20:20
1070,2,还有呆在这里的老铁，浪费了外面大好行情，张坤的持仓,吉祥积玉de隆,06-13 18:28
1276,0,最好的投教方式就是让客户买,巴蜀养基场,06-13 18:18
128,0,这基自从换了名，喜欢绿帽子了,我就是个上当者,06-13 17:35
325,0,坤坤代表作三个月新高了，不过想要回到之前的高点还是,正义得迪夫,06-13 15:22
248,2,割肉跑了，还有谁，有多少人跟我一样,股友05R08980o9,06-13 15:19
137,0,现在我们站在熊市还是牛市？(文章链接地址),星空19,06-13 15:17
377,1,昨天加了一丢丢,遇见丹心,06-13 15:10
225,1,朋友们，跟张坤反着买，别墅向大海。,股友7p7701078r,06-13 14:24
315,0,关于选基金。一般思想和运作较为成熟的基金经理要看二,基础永固,06-13 14:15
175,0,港股前期超跌加上现在政策扶持，最近涨得还蛮好,股友757R35C381,06-13 13:05
194,0,新能源和白酒的唯一区别：新能源只有盘整和上涨，没有,北渡i,06-13 12:59
314,0,今天和大家想的一样，依旧是新能源涨白酒跌，这是个铁,北渡i,06-13 12:45
136,0,汽车疯狂，坤哥哭,有魄力之,06-13 11:26
113,0,10块买的是什么体验？套了快一年了吧？,股友sbjjkC,06-13 11:16
2713,7,【打分帖】创业板、医疗、白酒、畜牧的操作建议,滨哥哥啊,06-13 10:51
125,0,好在早跑了,基民0x08767u52,06-13 10:42
126,0,全跌，奶奶的！,基民V3Nm4o,06-13 10:29
551,2,已成死鸡，割肉离场[怒],基民909U661f75,06-13 10:07
97,0,太差了，总是一夜情，没持续性,有魄力之,06-13 10:00
758,3,还有27个点才能回本,基民RvVu6B,06-12 23:52
954,4,亏大钱原因：一是起始仓位太重，也就是第一次买入的量,少量分批均衡配置,06-12 22:49
353,1,你得重回巅峰啊，我一直持有你，从没有舍弃过，张坤我,塔克无敌,06-12 14:59
210,0,求回本[微笑],基民HsXMop,06-12 00:57
4364,4,基金业绩大回血，我的基金却没有涨，该不该调仓？,巴蜀养基场,06-11 20:10
293,0,对于公墓而言，凡年内净收益为负之后一交易日起应一律,东方老山羊1234,06-11 08:51
500,3,运气吗？,时髦得琴酒,06-10 22:32
144,0,，涨,甜蜜健,06-10 19:36
341,2,[图片],股票酬懒股道酬勤,06-10 15:38
661,5,这就是相信什么坤神的结果[哭][哭][哭],基民9lmdbd,06-10 15:36
220,1,最近几周以来，恒生科技指数ETF一直都在横盘调整,蒋家凋残降,06-10 15:00
402,1,恒生科技最近可太猛了,统一矿泉水盼,06-10 14:57
135,0,今天港股科技回调加仓013172,何世乃不肺,06-10 14:46
136,0,坤哥加油，最低的净值。大盘稳健盘整,有魄力之,06-10 13:53
342,3,还要脸吗？,话痨基民007,06-10 13:20
142,0,继续加油,股友2dz5228682,06-10 12:37
1145,0,“报蛋官”、“自营V”、“潜伏V”，基金公司的新花活,基民柠檬,06-09 20:23
401,1,互联网政策迎来了重要的拐点，专项整改要结束了,冰的溶点衅,06-09 15:32
264,0,最近港股连续走强，涨的比预期的还要好,看过流泪疵,06-09 14:24
232,1,重要转折点，就是3月份金稳会和4月份政治局会议上的具,臭球第一富,06-09 14:13
181,0,基金定投打卡，坚持定投组合的第85天！,搬砖小浪哥,06-09 12:47
163,0,美好的开始,长安的风啊,06-09 12:35
200,0,挣了150[强壮],慢刀老饕,06-09 05:41
567,0,新手看价，老手看量，高手看势。一直以来，白酒对经济,基民0K83张坤认同者,06-09 01:21
152,0,哎,基民OCJxiw,06-08 23:04
132,0,又被禁言了吗？不应该啊！,浅尝辄止,06-08 22:31
,,,,
,,,,
239,1,很久没关注，竟然没注意到现在可以购买了,基民86K5E95018,06-08 22:26
146,0,哈哈，明天再来这么一下就摘掉绿帽了,hhczp,06-08 21:33
150,0,还有三个点，加油。#晒收益#,不要随意加仓,06-08 21:33
141,0,今天不错哦,基民uudTBM,06-08 21:05
530,1,之前一直是新能源上涨，白酒下跌，但是各个板块是轮动,北渡i,06-08 21:04
284,1,看一下是长期持有还是短期持有？,时髦得琴酒,06-08 21:04
125,0,终于翻红了,静心357818,06-08 20:55
199,0,最近发威了，棒棒的，继续加油哦～坤哥毕竟是在基金市,一双带笑的眼睛,06-08 20:29
127,0,唔,基民3YmMwb,06-08 20:20
216,2,今天3-4%,基民xFCJdW,06-08 20:19
140,0,+3.49%[鼓掌]坤坤给力啊！,上官云鹤,06-08 20:17
127,0,带上红帽子的感觉真好,我是一个好基友,06-08 20:15
127,0,[基金行情走势图],河西小基民,06-08 20:06
215,1,红了红了,基民W61L798106,06-08 19:14
310,1,我怎么感觉你像是圈完钱，买不能涨的烂股，坑基民的钱,基民z5Ru6L,06-08 18:38
543,0,坤同学，要努力了哦，易方达给你减少了四只基，可以集,天蓬元帅二师兄,06-08 17:50
289,1,港股彻底反转了？,前面的路腾,06-08 16:15
1102,9,但斌再上风口，称三季度会有“业绩和市场双杀低点”出,少量分批均衡配置,06-08 15:18
317,2,最近天天基金这软件好卡，你们会吗我ios的感觉好卡,医用威士忌,06-08 15:04
131,0,港股最近发威了，阶段港股的投资情绪处在边际修复的过,鹰击清北锰,06-08 15:01
289,1,我擦，恒生科技又起飞！早上看到猛地高开创了新高,草莓仙人忻,06-08 14:44
155,0,持有,Bensenback,06-08 12:26
952,13,这只基金很烦人，高位不让你卖，低位不让你买,深圳wangyou,06-08 12:02
145,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$招商不太,晴天下的阴霾,06-08 11:19
145,0,开始起飞飞飞飞....,基民0017z32k16,06-08 10:44
130,0,入少了,遇见丹心,06-08 10:42
1310,11,我这是真天下第一大韭菜，昨天割肉了,爱邮轮,06-08 10:38
124,0,开始起飞了,基民uudTBM,06-08 10:33
137,0,踩招商银行的坑了,基民C3636I8697,06-08 10:10
2046,7,被低估的洋河：业绩拐点之后高速成长可期,微胖葫芦娃,06-07 19:03
627,0,投资必备知识点，为你的投资之路指点迷津,巴蜀养基场,06-07 17:53
172,0,未来宽松政策得到验证后，恒生科技指数成分股盈利预期,绝域晨曦哨,06-07 16:04
245,2,现在进有点迟了吧？,具加压帘,06-07 15:37
338,1,恒生科技指数从3月创下历史低点到现在，整体反弹幅度,戴女乔倩凭,06-07 15:25
151,0,坤哥加油，做上净值，30%,有魄力之,06-07 10:10
399,0,目前热点还在制造业！主要是新能源军工与半导体以及有,追逐牛市牛牛牛,06-07 08:21
130,0,没眼看,基民eHNB6q,06-06 21:39
308,0,综合估值、风险溢价、股债收益比、破净率等指标，与过,基民小白Qin,06-06 20:25
147,0,张昆这货现在在干啥,基民0RlaIl,06-06 19:35
4324,4,【打分帖】创业板、医疗、白酒、畜牧的操作建议,滨哥哥啊,06-06 17:31
316,0,市场震荡搞的人心惶惶，4月市场进入磨底阶段，想要抄,万家发8886,06-06 17:15
281,0,3月份两次黑天鹅事件，股市真的是让人苦不堪言啊，跟,MXZ1965,06-06 16:48
410,1,卖掉很久了，当时抄底恒生互联网013172,鑫诚服贸兄,06-06 16:12
369,2,感觉坤涨不起来了，要不要转港股指数？,不再伤悲卦,06-06 15:13
162,0,还好暴跌前清空了，转了恒生互联网013172,撼树的蚍蜉硬,06-06 14:42
238,0,快评！行情乍起趋稳期，坚持绩优不改变（附）,最新好股票1,06-06 12:11
161,0,人家基金猛涨，真服你了。什么水平？,基民125i15M278,06-06 11:16
258,1,顶流基金经理蔡嵩松神话破灭！旗下诺安创新暴跌40%，,东方老山羊1234,06-06 10:51
149,0,浪费大行情，大盘如此之红，竟然绿了,基民M2l3627959,06-06 10:27
435,0,人到中年必炒股吗？,西西定投,06-06 09:54
163,0,我就买一千股练手，能涨最好，下跌影响不大，必竟投入,星空下的寂寞,06-06 09:51
517,1,把招行腾讯伊利换成宁王比亚迪，加仓白酒，白酒这波涨,有魄力之,06-06 09:50
2578,19,说过N次：一、行情走弱的基金，坚决果断地拉大加仓的,少量分批均衡配置,06-06 09:40
1266,2,怎样培养孩子的理财兴趣？,基少成多81,06-05 16:16
1095,2,可以靠着投资基金发家致富，实现人生逆袭吗？,胡瑞微讲堂,06-04 19:50
704,0,猛火烤不出好烧饼，长长的微笑曲线才最好,养基博士,06-04 08:59
1264,9,老调重弹：一、行情走弱的基金，坚决果断地拉大加仓的,少量分批均衡配置,06-03 17:07
1027,0,活久见在基金里呆的时间长，会发现一些普遍的事情。市,不爱吃辣椒,06-03 16:54
192,0,坤坤，怎么搞的，醒醒吧！,基民6UGeJQ,06-02 22:13
184,0,就你天天冒绿光！,多文发财de波塞西,06-02 20:59
166,0,牛人，今天能全绿！中彩都没这命中率吧，一年半了，从,基民O239f79136,06-02 20:33
173,0,坤哥要加油。我相信你。,严谨认真得白桦,06-02 20:25
176,0,一片绿，我真醉了[哭][哭][哭],基民GDDygG,06-02 19:14
171,0,这是要破罐子破摔？,翡翠99,06-02 16:53
333,1,港股起来了？今天能买点吗？,股友15zrWr,06-02 16:08
320,1,恒生科技013403连续回调两天，感觉可以慢慢进场了,末日狂欢偬,06-02 15:15
160,0,坤坤这只还不如买个恒生科技指数,股友sA7Eux,06-02 14:46
145,0,买了个寂寞，要撤了,基民0x08767u52,06-02 14:06
142,0,真垃圾,爱半亩花田,06-02 13:54
162,0,大哥挺住呀，多涨几天行不,诺小诺love,06-02 12:39
255,1,同类排行里面，为什么同类只有64个了？以前不是有3000,基民3mpYHI,06-02 10:31
114,0,垃圾,我悔入市,06-02 09:58
510,1,垃圾张坤5月基本持仓混合基都赚钱，就这个基金5月-0.8,古愁天,06-02 09:46
131,0,还亏2.79%,基民3YmMwb,06-01 21:54
1467,0,525万真实基金定投客户数据，背后的两大遗憾和三大启,巴蜀养基场,06-01 18:03
229,1,请教各位，目前港股能不能追？,影随车动统,06-01 17:36
287,1,准备疯狂加白酒和港股，6月侧重布局港股了，再适当配,远离江湖蓖,06-01 17:33
139,0,恒生科技013403一直犹豫没上车，一周10个点了已经。。,五万里外坎,06-01 16:59
134,0,明天又要暴跌了，真tm垃圾,一只小可爱鸭,06-01 15:48
132,0,就这水平，回家去吧,基民2x95r19126,06-01 14:25
,,,,
,,,,
315,2,继续涨，涨到这些超长期怀疑人参，没加仓[笑哭],fffffffff_456,06-01 11:19
7498,33,认准大方向，干就完了,八倍哥八倍哥,05-31 22:45
263,1,有本事连长一周啊[大笑][呲牙][微笑][微笑][微笑],基民ffz3dm,05-31 21:12
145,0,这是一只收割后被榨干的大基基,Angustung,05-31 21:07
351,1,最近可能还得是互联网最牛逼，比啥都强,樱花在线智,05-31 19:35
695,3,我也是眼瞎，买了个这么个东西,基民063291L91T,05-31 18:42
192,0,基金定投打卡，坚持基金定投的第76天！,搬砖小浪哥,05-31 18:02
972,3,2017年4月买了6万，一直持有到现在没动，2021年2月最,成就之星,05-31 17:48
227,1,最近还买什么沪港深，直接干恒生科技啊,为男人说话节,05-31 14:48
337,2,稳定的亏本门四十多点，这经理当的,基民ONQtho,05-31 14:44
165,0,这行情感觉一切都回来了，尤其是港股这也太爽了,一秒等不了罕,05-31 14:05
557,0,中证1000近1月大涨9.55%！中小盘基金为何值得你关注？,巴蜀养基场,05-31 13:52
401,3,买了你两年你就一直绿，哪是明星整个一个垃圾！,多文发财de波塞西,05-31 12:21
194,0,我向来就对银行不感冒，希望小坤把第一重仓招商换掉！,追逐牛市牛牛牛,05-31 06:45
390,1,上周抄底013403抄的准啊，两天7-8个点,缱绻褪色较,05-30 17:04
335,1,"还得是港股，今天恒生互联网高开1.73%,资金也连续一个",第叁乐章唐,05-30 16:50
177,0,上周连续回调我忘记加恒生科技013403，周五大涨没吃到,股友x6FPSH,05-30 15:53
170,0,这个基金不要定投，基金波动大，要跌的时候手动加仓，,博学之绯村剑心,05-30 15:50
423,2,跌了骂，涨了夸，韭菜命,花颜巧雨,05-30 15:00
547,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$怎么查这,股友f2p8152755,05-30 11:46
1079,1,火爆网络的4%定投法，究竟好不好？,巴蜀养基场,05-28 18:56
431,1,网红基金规模超级大的基金，行业集中度高的，经常换经,道可道非常道123,05-28 15:58
335,1,加仓干，猛干的时候到了一百万子弹用半年的时间打光,一生修行,05-28 15:52
374,1,翻倍补仓了，来吧，我要开始进攻了,市场一只绿皮虾,05-28 15:48
296,1,每天一万，无惧涨跌,基民VK1UsQ,05-28 15:45
5712,7,债基的限购，说明了什么？,搬砖小浪哥,05-28 14:54
226,0,感觉还能涨几天！！,追逐牛市牛牛牛,05-28 06:51
480,2,昨晚美股中概股大涨，今天港股高开，恒生科技ETF大涨4,流放人间逃,05-27 19:57
201,0,短期回调加速买，资财就能复利增，,基股眀金,05-27 19:55
185,0,这里是基托太多还是有些基金真就那么好,基民grQgWp,05-27 18:56
287,2,靠白酒发家，白酒不行直接趴下，所谓的价投就是不管涨,基民7383O6Z875,05-27 15:04
416,1,最近出的利好消息基本都指向了稳经济，而稳经济，港股,想好好壕,05-27 14:46
171,0,昨天忘记加仓恒生科技013403！！大腿已拍断,完美骗局侗,05-27 14:03
1477,5,抄底，莫急！（原创）,星空19,05-27 09:25
194,0,药酒港股该搞一波了！我认为差不多了！[抱拳],追逐牛市牛牛牛,05-27 06:13
198,0,连续跌了4天。长长脸吧，坤哥，,基民125i15M278,05-27 05:43
1301,2,做好准备！短期投资很艰难，长期就会好吗？,巴蜀养基场,05-27 00:04
354,1,确实想踹几脚，还能评上5个星，不知道说买来的还是偷,石头蛋OK,05-26 23:44
367,2,张坤你真的啥也不是,基民55Z88692L2,05-26 21:11
393,1,都是给酒害的，醉了，等到清醒的一天就会涨了，等等,富有斗金得唐晨,05-26 20:57
149,0,涨一天跌九天的节奏啊,诺小诺love,05-26 19:40
465,4,我很纳闷，这个猪是怎么做到天天亏钱的？,基民dkJbtY,05-26 16:09
364,1,今年看好互联网行业的投资机会，恒生科技指数总的来说,雨是我的泪妆,05-26 16:03
354,1,卖掉很久了，现在回来一看，卖的不亏，准备抄底恒生互,初冬的雾愿,05-26 16:00
140,0,这个基金前两年确实牛的没话说，无奈今年形势不好。。,宁静的港湾赘,05-26 15:06
145,0,这鸡轻易不要碰,瑾烁君,05-26 14:31
117,0,败家玩意,才望成金的刘禅,05-26 14:19
801,1,为什么利好那么多，市场就是不涨？,搬砖小浪哥,05-26 13:22
324,1,真是涨一天，跌一周～,浅笑＊『嫣然』,05-26 12:05
132,0,我很纳闷你这十年优秀基金是怎么得来的？？,基民Kgsek1,05-26 11:02
128,0,永恒的绿！,基民Kgsek1,05-26 11:01
338,0,我要撤单，怎么操作？请告我谢谢,股友10d220590f,05-26 10:39
147,0,张坤这个忘吧丹,基民dkJbtY,05-26 10:06
996,3,5月25日消息面一览，新能源短期走势怎么看？,丁先生要上进,05-26 08:14
172,0,没完没了，天天跌,香瓜and陈陈,05-26 00:31
356,1,这就是猪,我悔入市,05-25 23:53
185,0,我建议这边换个基金经理,股友m66265Z933,05-25 23:47
146,0,基金经理可以争一口气吗[呲牙],基民SGCLuV,05-25 22:57
147,0,上次预判已经跌了十多点了，这次预判增加到-40%，没别,要冷静低点少定投,05-25 22:27
147,0,真服了，别的基金都是红的，唯有你是绿的，你就不反思,基民125i15M278,05-25 21:01
810,1,房贷，要提前还吗？,懒猫的丰收日,05-25 20:46
246,1,如何做到天天跌？,盆满善贾地孙尚香,05-25 20:34
632,1,施氏与孟氏的故事：不确定性环境下的投资智慧【上】,巴蜀养基场,05-25 20:06
121,0,天天跌这么多,基民9nMJeP,05-25 20:06
369,3,真差不是一般差。,金龙来财,05-25 16:38
256,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$张坤年初,梦中的花园,05-25 16:37
228,1,麻了，每天来看看大家的吐槽，才能让我乐一乐,股友3Y36861m96,05-25 16:15
243,1,跟着不知道吃了多少碗面了，也不知道什么时候能回暖,股友57Q010m660,05-25 16:12
218,0,还好跑的早，当初亏几个点的时候就有人在蛊惑大家加仓,一步一光年墙,05-25 15:47
114,0,猪人,我悔入市,05-25 15:43
127,0,能在这样的行情里持有个绿组合也确实不容易,股友k5E0326360,05-25 14:41
115,0,太差劲了。,基民125i15M278,05-25 14:35
142,0,到底什么让你变得如此之烂？被驴踢？进水？想不明白！,盆满善贾地孙尚香,05-25 13:43
131,0,真是垃圾,基民rtX7Zm,05-25 13:43
128,0,猪空,我悔入市,05-25 13:40
210,2,你什么时候能让我回本啊,基民LfOVuS,05-25 13:18
128,0,三大指数都翻红了，就是易方达还在跌0.58，真的叫人无,忠心de火烈鸟,05-25 11:35
122,0,这基金都死了,基民WVl3qY,05-25 11:05
147,0,白酒沉沦下去了。,忠心de火烈鸟,05-25 10:31
129,0,所谓的优质赛道股多已被公私墓玩残了！,东方老山羊1234,05-25 10:03
,,,,
,,,,
123,0,垃圾坤,股友4dVqQ9,05-25 09:51
122,0,这基废了吗？,基民k757l01816,05-25 09:38
267,0,$易方达优质精选混合(QDII)(OTCFUND|110011)$看着大家,韭菜18774号,05-25 05:15
193,0,#晒收益#坤总，坤董，坤爷，就想弱弱的问一句：这基还,金佳鑫,05-25 00:20
2279,2,在市场低位区间，如何帮投资者科学制定资产配置方案？,巴蜀养基场,05-24 22:43
121,0,恭喜新低,基民hH2FBv,05-24 15:30
205,0,你们好像第一天玩基金，基金无论亏多亏少反正是亏，除,基础永固,05-24 14:52
128,0,春暖花开风光好，绿色基金很环保！小散浮亏回本难，击,随心不越矩,05-24 13:05
204,0,快评！大盘权重股逞强 两重大题材被喧宾夺主！？,最新好股票1,05-24 12:52
125,0,是个人操作也不会成这个德行,基民dkJbtY,05-24 11:10
110,0,天天末末了,盆满善贾地孙尚香,05-24 09:58
172,0,这个基金去年定投后一直亏到现在。从没盈利,喜盈盈地琵琶,05-23 23:49
186,0,张坤，你不能一直吃老本呀，一年不好，大家可以原谅，,基民6UGeJQ,05-23 23:00
144,0,坤，落水了，记得上岸！！找个中医看看，调理一下，正,红露凝香,05-23 22:55
